pose_id,frame_id,keypoint_id,x,y,z,visibility,presence
4,0,0,2.0918682E-8,0.97938246,0.0,true,true
4,0,1,-5.1629087E-8,1.0303451,0.026404321,true,true
4,0,2,-3.738658E-8,1.0314571,0.026404321,true,true
4,0,3,3.5606266E-8,1.0323192,0.026404321,true,true
4,0,4,-2.4924386E-8,1.0251938,0.025886603,true,true
4,0,5,4.6288147E-8,1.0245861,0.025886603,true,true
4,0,6,-6.053065E-8,1.0238594,0.025886603,true,true
4,0,7,5.6970027E-8,1.0074207,0.21097592,true,true
4,0,8,-3.5606266E-8,0.99684066,0.20683405,true,true
4,0,9,2.8485013E-8,0.926101,0.07041158,true,true
4,0,10,1.9583446E-8,0.9279101,0.0693761,true,true
4,0,11,2.8485013E-8,0.70452857,0.34066784,true,true
4,0,12,0.0,0.7032801,0.34118557,true,true
4,0,13,-1.4242507E-8,0.40573105,0.43554232,true,true
4,0,14,1.4242507E-8,0.39567336,0.41418585,true,true
4,0,15,-1.9583446E-8,0.2577635,0.2837173,true,true
4,0,16,0.0,0.25085184,0.27025625,true,true
4,0,17,2.136376E-8,0.28302744,0.23634478,true,true
4,0,18,0.0,0.28666377,0.22236602,true,true
4,0,19,2.8485013E-8,0.2638571,0.17939425,true,true
4,0,20,0.0,0.2631264,0.16386227,true,true
4,0,21,2.136376E-8,0.24621674,0.25938386,true,true
4,0,22,0.0,0.24368812,0.24411078,true,true
4,0,23,-8.901567E-9,0.098330125,0.5856187,true,true
4,0,24,0.0,0.098330125,0.58635235,true,true
4,0,25,2.8485013E-8,0.4819314,0.6315363,true,true
4,0,26,-2.136376E-8,0.47191662,0.6413085,true,true
4,0,27,-2.8485013E-8,0.87863517,0.97877294,true,true
4,0,28,1.4242507E-8,0.88739604,0.9764432,true,true
4,0,29,3.5606267E-9,0.9205141,1.0,true,true
4,0,30,-4.272752E-8,0.9295278,0.9976701,true,true
4,0,31,1.4242507E-8,1.0272654,0.7998964,true,true
4,0,32,-4.272752E-8,1.0380311,0.79368365,true,true
4,1,0,3.661475E-8,0.97532016,0.0,true,true
4,1,1,-2.1538089E-8,1.021457,0.024758717,true,true
4,1,2,5.599903E-8,1.0223409,0.024758717,true,true
4,1,3,-3.876856E-8,1.0221801,0.024758717,true,true
4,1,4,-1.2922854E-8,1.020542,0.023677131,true,true
4,1,5,1.2922854E-8,1.0202134,0.023670947,true,true
4,1,6,8.615236E-9,1.019546,0.02367013,true,true
4,1,7,-5.1691416E-8,1.0040122,0.19712806,true,true
4,1,8,5.1691416E-8,1.0002521,0.18871413,true,true
4,1,9,-2.4768802E-8,0.9228459,0.065435745,true,true
4,1,10,3.0153323E-8,0.9220323,0.06320451,true,true
4,1,11,3.4460943E-8,0.7265425,0.320867,true,true
4,1,12,0.0,0.7315888,0.30280873,true,true
4,1,13,3.4460943E-8,0.41650915,0.42708018,true,true
4,1,14,0.0,0.41804022,0.35511816,true,true
4,1,15,-8.615236E-9,0.26060468,0.29558477,true,true
4,1,16,2.153809E-9,0.25637716,0.23090458,true,true
4,1,17,2.5845708E-8,0.28480288,0.2528542,true,true
4,1,18,0.0,0.2921192,0.18344371,true,true
4,1,19,-8.615236E-9,0.2595643,0.20149396,true,true
4,1,20,0.0,0.2672309,0.1346584,true,true
4,1,21,3.0153323E-8,0.23983197,0.27320758,true,true
4,1,22,8.615236E-9,0.24820182,0.20816518,true,true
4,1,23,3.0456204E-9,0.10154037,0.5399998,true,true
4,1,24,-1.6826632E-11,0.10154037,0.5312612,true,true
4,1,25,-1.7230471E-8,0.5096055,0.60613865,true,true
4,1,26,-2.5845708E-8,0.50608516,0.6061606,true,true
4,1,27,1.2922854E-8,0.8943382,0.97469735,true,true
4,1,28,-3.4460943E-8,0.8979038,0.9518138,true,true
4,1,29,1.2922854E-8,0.9362151,1.0,true,true
4,1,30,-4.3076177E-8,0.94005966,0.9777655,true,true
4,1,31,-1.2922854E-8,1.0529667,0.8217157,true,true
4,1,32,-8.615236E-9,1.0563481,0.7964927,true,true
4,2,0,2.7722455E-8,0.97319657,0.0,true,true
4,2,1,-5.0623616E-8,1.0235646,0.025744729,true,true
4,2,2,2.892778E-8,1.0237755,0.025747063,true,true
4,2,3,4.580232E-8,1.0237231,0.025747063,true,true
4,2,4,-1.446389E-8,1.0226957,0.025735214,true,true
4,2,5,4.8212967E-9,1.0222005,0.025735874,true,true
4,2,6,3.8570374E-8,1.0214894,0.025737967,true,true
4,2,7,-2.4106484E-8,1.0041856,0.20380808,true,true
4,2,8,5.3034263E-8,1.0000583,0.1993293,true,true
4,2,9,4.098102E-8,0.91803956,0.06843987,true,true
4,2,10,4.098102E-8,0.9161324,0.067287795,true,true
4,2,11,3.8570374E-8,0.72294533,0.32110304,true,true
4,2,12,-3.8570374E-8,0.73133564,0.3214707,true,true
4,2,13,0.0,0.41649824,0.417391,true,true
4,2,14,0.0,0.4149826,0.37913394,true,true
4,2,15,-9.642593E-9,0.25938404,0.27292785,true,true
4,2,16,-6.026621E-10,0.25668702,0.24161129,true,true
4,2,17,9.642593E-9,0.27843308,0.22513121,true,true
4,2,18,0.0,0.28505877,0.19222243,true,true
4,2,19,0.0,0.25466064,0.16832168,true,true
4,2,20,0.0,0.26082474,0.13702883,true,true
4,2,21,1.446389E-8,0.23673545,0.24862805,true,true
4,2,22,4.8212967E-9,0.24447052,0.21646896,true,true
4,2,23,7.627442E-9,0.09987896,0.5536339,true,true
4,2,24,0.0,0.0998788,0.55192375,true,true
4,2,25,1.9285187E-8,0.45064268,0.6444174,true,true
4,2,26,-2.892778E-8,0.45293626,0.648494,true,true
4,2,27,-3.3749078E-8,0.83782077,0.97843647,true,true
