pose_id,frame_id,keypoint_id,x,y,z,visibility,presence
3,0,0,2.3122075E-8,0.9756051,0.14942783,true,true
3,0,1,-1.9268396E-9,1.0239775,0.14194544,true,true
3,0,2,2.2158655E-8,1.0256304,0.14194544,true,true
3,0,3,4.0463632E-8,1.0270873,0.14194544,true,true
3,0,4,7.707358E-9,1.0215492,0.17847715,true,true
3,0,5,1.9268395E-8,1.0219456,0.17847715,true,true
3,0,6,1.9268395E-8,1.0227455,0.17825705,true,true
3,0,7,-3.468311E-8,0.9994452,0.17627642,true,true
3,0,8,2.5048914E-8,1.001822,0.34551054,true,true
3,0,9,-1.15610375E-8,0.9242027,0.16637327,true,true
3,0,10,-4.239047E-8,0.9295642,0.21500881,true,true
3,0,11,1.5414717E-8,0.7049197,0.15250883,true,true
3,0,12,2.3122075E-8,0.68372226,0.5269002,true,true
3,0,13,3.0829433E-8,0.37328056,0.11223591,true,true
3,0,14,-1.5414717E-8,0.3409619,0.62714565,true,true
3,0,15,1.5414717E-8,0.16746119,0.070422545,true,true
3,0,16,0.0,0.19425726,0.48759353,true,true
3,0,17,-1.5414717E-8,0.21424483,0.020246483,true,true
3,0,18,0.0,0.22975391,0.4601122,true,true
3,0,19,1.5414717E-8,0.17886882,0.0,true,true
3,0,20,0.0,0.23213933,0.40481955,true,true
3,0,21,7.707358E-9,0.15639953,0.06514085,true,true
3,0,22,1.9268396E-9,0.21206987,0.45967206,true,true
3,0,23,-7.707358E-9,0.07901998,0.41241196,true,true
3,0,24,0.0,0.07902001,0.64986795,true,true
3,0,25,-1.5414717E-8,0.4389468,0.6097601,true,true
3,0,26,-3.0829433E-8,0.41332164,0.6277508,true,true
3,0,27,1.5414717E-8,0.81369185,0.9727112,true,true
3,0,28,6.165887E-8,0.88054544,0.8202024,true,true
3,0,29,-1.5414717E-8,0.86992514,1.0,true,true
3,0,30,-1.5414717E-8,0.9580732,0.8296654,true,true
3,0,31,3.0829433E-8,0.9276972,0.84969187,true,true
3,0,32,3.0829433E-8,1.0199178,0.6902509,true,true
3,1,0,-5.457936E-8,0.96804357,0.17965579,true,true
3,1,1,4.093452E-8,1.0153531,0.16694996,true,true
3,1,2,3.183796E-8,1.0163732,0.16693972,true,true
3,1,3,5.2305218E-8,1.01796,0.16693972,true,true
3,1,4,1.819312E-8,1.0167398,0.20487541,true,true
3,1,5,-5.912764E-8,1.0172908,0.20487541,true,true
3,1,6,-5.457936E-8,1.0181998,0.2048673,true,true
3,1,7,-2.27414E-8,1.0006154,0.18241917,true,true
3,1,8,6.82242E-9,1.0001876,0.35922593,true,true
3,1,9,2.728968E-8,0.9194979,0.18998966,true,true
3,1,10,-3.638624E-8,0.922655,0.24073198,true,true
3,1,11,-1.819312E-8,0.7210502,0.16421233,true,true
3,1,12,-3.638624E-8,0.69943553,0.518588,true,true
3,1,13,-1.819312E-8,0.37387896,0.122473985,true,true
3,1,14,1.819312E-8,0.35605994,0.6055811,true,true
3,1,15,1.819312E-8,0.15351056,0.07179416,true,true
3,1,16,0.0,0.21234213,0.47366235,true,true
3,1,17,1.819312E-8,0.20097306,0.02077956,true,true
3,1,18,0.0,0.25151756,0.44406936,true,true
3,1,19,-1.819312E-8,0.16092221,0.0,true,true
3,1,20,0.0,0.25202462,0.38878545,true,true
3,1,21,-1.364484E-8,0.13067913,0.065656975,true,true
3,1,22,0.0,0.22958493,0.445472,true,true
3,1,23,-7.95949E-9,0.08160805,0.4025762,true,true
3,1,24,1.13707E-9,0.08160822,0.6267555,true,true
3,1,25,1.819312E-8,0.44251508,0.5967233,true,true
3,1,26,-1.819312E-8,0.4269407,0.62678295,true,true
3,1,27,3.638624E-8,0.8131682,0.97095186,true,true
3,1,28,0.0,0.88401794,0.79462373,true,true
3,1,29,1.819312E-8,0.8556693,1.0,true,true
3,1,30,-1.819312E-8,0.9620327,0.8029291,true,true
3,1,31,0.0,0.9166624,0.8588753,true,true
3,1,32,0.0,1.017607,0.672899,true,true
3,2,0,-5.4478587E-8,0.9704858,0.15418161,true,true
3,2,1,2.2286695E-8,1.0179999,0.14543024,true,true
3,2,2,-5.5716736E-8,1.0189285,0.14524159,true,true
3,2,3,-6.0359795E-8,1.0200278,0.14524159,true,true
3,2,4,2.4762993E-8,1.0181739,0.18166214,true,true
3,2,5,1.4857797E-8,1.0185932,0.18166214,true,true
3,2,6,5.4478587E-8,1.0193502,0.18165325,true,true
3,2,7,-3.466819E-8,0.99878305,0.17514728,true,true
3,2,8,1.9810395E-8,1.0024011,0.3482544,true,true
3,2,9,-2.2286695E-8,0.91916525,0.16954774,true,true
3,2,10,-4.9525987E-8,0.9208595,0.21854231,true,true
3,2,11,-1.9810395E-8,0.7206455,0.16089556,true,true
3,2,12,-1.9810395E-8,0.6942698,0.51349545,true,true
3,2,13,-1.9810395E-8,0.38342452,0.12861814,true,true
3,2,14,-1.9810395E-8,0.35584307,0.6051811,true,true
3,2,15,0.0,0.15733758,0.072889686,true,true
3,2,16,0.0,0.20005693,0.4655509,true,true
3,2,17,0.0,0.19204807,0.023843002,true,true
3,2,18,2.4762994E-9,0.22847931,0.43461305,true,true
3,2,19,-1.4857797E-8,0.1550643,0.0,true,true
3,2,20,-2.4762994E-9,0.22968867,0.37934318,true,true
3,2,21,-1.4857797E-8,0.1327837,0.06605155,true,true
3,2,22,6.1907485E-10,0.21168368,0.43799543,true,true
3,2,23,-1.2381497E-9,0.080005646,0.39689803,true,true
3,2,24,0.0,0.080005646,0.62923855,true,true
3,2,25,-2.9715594E-8,0.41664767,0.5972455,true,true
3,2,26,3.962079E-8,0.41057312,0.63897336,true,true
3,2,27,-1.9810395E-8,0.77622724,0.97178006,true,true
3,2,28,0.0,0.84217256,0.8214145,true,true
3,2,29,3.962079E-8,0.82878304,1.0,true,true
3,2,30,-3.962079E-8,0.9155155,0.8300879,true,true
3,2,31,4.9525987E-8,0.8879325,0.84938467,true,true
3,2,32,3.962079E-8,0.97776026,0.69357246,true,true
3,3,0,-4.4572815E-8,0.9693043,0.15018174,true,true
3,3,1,-2.785801E-8,1.0192591,0.14351328,true,true
3,3,2,-5.0144415E-8,1.0195513,0.1433263,true,true
3,3,3,2.5072207E-8,1.0199573,0.1433263,true,true
3,3,4,-2.785801E-8,1.0194043,0.17925757,true,true
3,3,5,2.785801E-8,1.019656,0.17925757,true,true
3,3,6,3.9001215E-8,1.0199798,0.17922035,true,true
3,3,7,-2.2286407E-8,0.9993943,0.18261194,true,true
3,3,8,5.0144415E-8,1.0018067,0.34907213,true,true
3,3,9,5.571602E-8,0.9152539,0.16859338,true,true
3,3,10,3.342961E-8,0.9167169,0.21670738,true,true
3,3,11,1.1143204E-8,0.71612024,0.16689366,true,true
3,3,12,1.1143204E-8,0.6883556,0.5214308,true,true
3,3,13,5.571602E-8,0.38810802,0.13563664,true,true
3,3,14,0.0,0.35555476,0.6139814,true,true
3,3,15,-9.750304E-9,0.16169357,0.07680475,true,true
3,3,16,0.0,0.20527576,0.46770626,true,true
3,3,17,0.0,0.19735806,0.02524891,true,true
3,3,18,-2.785801E-9,0.23754397,0.4359591,true,true
3,3,19,-1.1143204E-8,0.15914686,0.0,true,true
3,3,20,2.785801E-9,0.23693138,0.3793436,true,true
3,3,21,0.0,0.13507417,0.06929107,true,true
3,3,22,1.3929005E-9,0.21659616,0.43945518,true,true
3,3,23,-1.3929005E-9,0.078047454,0.39084467,true,true
3,3,24,1.3929005E-9,0.07804766,0.63042283,true,true
3,3,25,1.1143204E-8,0.43271735,0.6003913,true,true
3,3,26,-1.1143204E-8,0.42629093,0.61647767,true,true
3,3,27,-1.1143204E-8,0.807762,0.97151124,true,true
3,3,28,2.2286407E-8,0.8747422,0.78451306,true,true
3,3,29,4.4572815E-8,0.86028117,1.0,true,true
3,3,30,2.2286407E-8,0.9553902,0.7912749,true,true
3,3,31,-1.6714806E-8,0.91257346,0.8480745,true,true
3,3,32,4.4572815E-8,1.0124407,0.6466591,true,true
3,4,0,-1.2790792E-8,0.96631664,0.14831437,true,true
3,4,1,2.5581585E-8,1.0169923,0.1439525,true,true
3,4,2,-1.2790792E-8,1.0181538,0.14395396,true,true
3,4,3,3.8372377E-8,1.0195824,0.14375928,true,true
3,4,4,-3.8372377E-8,1.0159225,0.17900303,true,true
3,4,5,-1.2790792E-8,1.015965,0.17922994,true,true
3,4,6,0.0,1.0160664,0.17900585,true,true
3,4,7,-4.4767773E-8,1.0020185,0.19182508,true,true
3,4,8,3.8372377E-8,0.999334,0.35688952,true,true
3,4,9,1.2790792E-8,0.91525435,0.16993415,true,true
3,4,10,-2.5581585E-8,0.9146429,0.21727395,true,true
3,4,11,-3.197698E-8,0.72882086,0.17174491,true,true
3,4,12,-1.2790792E-8,0.684992,0.54193455,true,true
3,4,13,-2.5581585E-8,0.39986533,0.14124878,true,true
3,4,14,-1.2790792E-8,0.3446003,0.6404306,true,true
3,4,15,7.1948207E-9,0.16653176,0.080648996,true,true
3,4,16,0.0,0.2157374,0.49127322,true,true
3,4,17,-2.5581585E-8,0.20108093,0.027246814,true,true
3,4,18,0.0,0.25778976,0.46052295,true,true
3,4,19,1.2790792E-8,0.16242197,0.0,true,true
3,4,20,0.0,0.256833,0.401779,true,true
3,4,21,-1.2790792E-8,0.1362444,0.072174534,true,true
3,4,22,0.0,0.23492649,0.46204636,true,true
3,4,23,4.596691E-9,0.07892059,0.38462314,true,true
3,4,24,0.0,0.07892058,0.6361591,true,true
3,4,25,1.2790792E-8,0.4353641,0.59629256,true,true
3,4,26,1.2790792E-8,0.45171872,0.6184975,true,true
3,4,27,5.116317E-8,0.81444925,0.9714433,true,true
3,4,28,-1.2790792E-8,0.92561007,0.786103,true,true
3,4,29,-2.5581585E-8,0.86817276,1.0,true,true
3,4,30,-6.395396E-8,1.0065714,0.7916432,true,true
3,4,31,0.0,0.9294979,0.8378834,true,true
3,4,32,-7.6744755E-8,1.0742086,0.6361061,true,true
3,5,0,5.518234E-8,0.9630774,0.16064985,true,true
3,5,1,5.518234E-8,1.0137391,0.15588446,true,true
3,5,2,2.759117E-8,1.0157547,0.15583137,true,true
3,5,3,-5.518234E-8,1.01833,0.15582862,true,true
3,5,4,-2.759117E-8,1.0104781,0.19062874,true,true
3,5,5,-2.759117E-8,1.0101163,0.19060479,true,true
3,5,6,5.518234E-8,1.0098714,0.19056673,true,true
3,5,7,2.759117E-8,1.0056103,0.19850315,true,true
3,5,8,2.759117E-8,0.99583346,0.36152697,true,true
3,5,9,5.518234E-8,0.91171724,0.18081677,true,true
3,5,10,-2.759117E-8,0.90930676,0.22667713,true,true
3,5,11,2.5651167E-8,0.74413925,0.17662458,true,true
3,5,12,-2.759117E-8,0.6728892,0.5396575,true,true
3,5,13,-1.3795585E-8,0.42345876,0.14024676,true,true
3,5,14,0.0,0.33710158,0.63672876,true,true
3,5,15,0.0,0.1704198,0.077924564,true,true
3,5,16,3.4488963E-9,0.22177416,0.4883807,true,true
3,5,17,-6.8977926E-9,0.1978312,0.024641046,true,true
3,5,18,0.0,0.2756209,0.45723507,true,true
3,5,19,-2.0693378E-8,0.15634672,0.0,true,true
3,5,20,0.0,0.27666622,0.40094218,true,true
3,5,21,0.0,0.13087456,0.07037229,true,true
3,5,22,6.8977926E-9,0.24959351,0.4600638,true,true
3,5,23,-8.622241E-9,0.08149487,0.39471754,true,true
3,5,24,1.7244481E-9,0.081494875,0.63987166,true,true
3,5,25,2.759117E-8,0.43492377,0.6032661,true,true
3,5,26,-1.3795585E-8,0.47664982,0.6153773,true,true
3,5,27,2.759117E-8,0.81299466,0.9722686,true,true
3,5,28,2.0693378E-8,0.95559984,0.7924274,true,true
3,5,29,0.0,0.8618633,1.0,true,true
3,5,30,4.1386755E-8,1.0322886,0.80027205,true,true
3,5,31,-5.518234E-8,0.9365457,0.84329623,true,true
3,5,32,-4.1386755E-8,1.1210908,0.6551462,true,true
3,6,0,-2.683092E-8,0.9618742,0.18096748,true,true
3,6,1,-2.683092E-8,1.012471,0.16986097,true,true
3,6,2,2.683092E-8,1.0152607,0.16984232,true,true
3,6,3,0.0,1.018248,0.16989613,true,true
3,6,4,-5.366184E-8,1.0086932,0.20825748,true,true
3,6,5,-2.683092E-8,1.0086967,0.20825057,true,true
3,6,6,-2.683092E-8,1.008764,0.2082334,true,true
3,6,7,5.366184E-8,1.0059408,0.19563904,true,true
3,6,8,5.366184E-8,0.99512297,0.36727166,true,true
3,6,9,-2.683092E-8,0.9138757,0.19176476,true,true
3,6,10,0.0,0.9113198,0.24348395,true,true
3,6,11,1.341546E-8,0.75760275,0.17788005,true,true
3,6,12,0.0,0.659156,0.5295673,true,true
3,6,13,2.683092E-8,0.43597803,0.13670748,true,true
3,6,14,0.0,0.3220936,0.6229839,true,true
3,6,15,1.341546E-8,0.17111014,0.075624935,true,true
3,6,16,0.0,0.23848751,0.4849812,true,true
3,6,17,-1.341546E-8,0.19058216,0.022666974,true,true
3,6,18,-1.341546E-8,0.30656865,0.45496735,true,true
3,6,19,-3.353865E-9,0.1525989,0.0,true,true
3,6,20,-1.341546E-8,0.3068933,0.39833522,true,true
