pose_id,frame_id,keypoint_id,x,y,z,visibility,presence
4,0,0,-1.06652225E-8,0.9817828,0.243521,true,true
4,0,1,3.199567E-8,1.0266075,0.21201967,true,true
4,0,2,0.0,1.0261848,0.21201967,true,true
4,0,3,-4.266089E-8,1.0256033,0.21201967,true,true
4,0,4,1.06652225E-8,1.0286216,0.26429847,true,true
4,0,5,5.332611E-8,1.0295677,0.26429847,true,true
4,0,6,2.1330445E-8,1.0303395,0.26429847,true,true
4,0,7,0.0,0.9972694,0.14499551,true,true
4,0,8,5.3326112E-9,1.0027726,0.3745532,true,true
4,0,9,-1.06652225E-8,0.92668235,0.22319037,true,true
4,0,10,3.199567E-8,0.9312738,0.28999108,true,true
4,0,11,-4.024455E-8,0.7129922,0.03261842,true,true
4,0,12,1.3331528E-8,0.709783,0.56406397,true,true
4,0,13,-5.3326112E-9,0.29859278,0.0,true,true
4,0,14,-1.3331528E-8,0.3216046,0.6427614,true,true
4,0,15,2.6663056E-9,0.073980406,0.058757823,true,true
4,0,16,0.0,0.07291285,0.5584786,true,true
4,0,17,-1.06652225E-8,0.15406647,0.004915109,true,true
4,0,18,0.0,0.09741772,0.56043345,true,true
4,0,19,1.06652225E-8,0.15175983,0.014298504,true,true
4,0,20,2.6663056E-9,0.111138426,0.5067304,true,true
4,0,21,0.0,0.1286816,0.065907046,true,true
4,0,22,-1.3331528E-9,0.08792142,0.5330094,true,true
4,0,23,-6.665764E-10,0.011960054,0.33947724,true,true
4,0,24,0.0,0.011960054,0.645219,true,true
4,0,25,-2.6663056E-8,0.48061702,0.4810587,true,true
4,0,26,1.1998376E-8,0.41403472,0.7861931,true,true
4,0,27,-3.199567E-8,0.9329109,0.6585121,true,true
4,0,28,5.3326112E-9,0.86500293,0.98436105,true,true
4,0,29,1.06652225E-8,1.0275117,0.66878915,true,true
4,0,30,-3.7328277E-8,0.9453621,1.0,true,true
4,0,31,2.1330445E-8,1.0239965,0.55423373,true,true
4,0,32,-2.1330445E-8,0.9675598,0.93297595,true,true
4,1,0,4.6444043E-8,0.9800087,0.24902618,true,true
4,1,1,0.0,1.0215989,0.2183975,true,true
4,1,2,-4.6444043E-8,1.02259,0.21839537,true,true
4,1,3,4.6444043E-8,1.0235717,0.21837328,true,true
4,1,4,1.1611011E-8,1.0203394,0.26989812,true,true
4,1,5,2.3222022E-8,1.0207235,0.26989812,true,true
4,1,6,-3.4833032E-8,1.021321,0.26984018,true,true
4,1,7,5.8055054E-9,0.9995837,0.15015611,true,true
4,1,8,-5.2249547E-8,1.0004745,0.37669906,true,true
4,1,9,3.4833032E-8,0.92871964,0.2284972,true,true
4,1,10,-4.6444043E-8,0.92836666,0.29451331,true,true
4,1,11,-1.4513764E-9,0.7214584,0.035728112,true,true
4,1,12,8.708258E-9,0.70076823,0.5620856,true,true
4,1,13,2.9027527E-9,0.3012941,0.011363131,true,true
4,1,14,1.7416516E-8,0.31395072,0.6366851,true,true
4,1,15,0.0,0.0794951,0.05567063,true,true
4,1,16,2.9027527E-9,0.093515776,0.55458784,true,true
